"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that the Finance tab is visible after project selection.","37962","test_finance_tab_visibility[row0]","tests","2026-06-21","passed","2026-06-21","TestFinanceMode","test_finance_mode","",""
